date,number_of_rides,number_of_riders,number_of_vehicles_used,median_ride_distance_meters,median_avg_speed,median_ride_duration,number_of_ready_vehicles
2021-08-05,23522,11153,5201,1511.1680212107153,12.0930849924415,8.2,6608
2018-09-01,186,118,41,0,0,10.4083335,NA
2018-12-20,2449,1810,623,749.464049515543,7.955669466880996,6.55,NA
2020-06-10,9784,6418,2376,1207.3958033719782,11.261137097834592,6.916667,3485
2021-01-14,888,609,546,1098.5387592593504,9.109736427351155,7.6,2819
2020-06-25,13708,8640,2544,1426.434530343643,11.93613388612135,7.6,4308
2020-10-17,13359,7597,2802,1185.8170374682531,11.120382808410248,6.783333,3728
2020-01-24,5977,4473,1505,1360.417132618613,14.456770508517234,5.833333,2359
2019-07-11,16637,10600,3432,919.4865964716421,8.509856411872954,7.316667,6826
2021-01-03,3659,1992,1405,1036.530372968695,10.423471717174523,6.266667,2838
2021-03-19,8049,4546,2096,1229.7078425279772,12.483726802780351,6.25,2945
2018-12-26,1219,942,481,668.3373189597544,5.792091037620338,7.5,NA
2020-08-15,20155,10700,2866,1452.6363572246728,11.16001337408361,8.333333,3239
2019-05-11,7401,5308,1058,842.5959359140992,6.064008637458806,8.916667,NA
2018-10-23,2579,1809,512,0,0,6.9,NA
2019-08-18,7794,5771,2477,864.0431012677752,8.261720339484373,7.166667,5007
2020-12-02,7588,4493,1999,1132.058201808545,11.965733409515117,6.033333,2734
2020-07-18,13614,7083,2493,1398.8103193245915,10.566322925028828,8.633333,3366
2020-05-19,6121,4058,2120,1105.0112007668486,11.876992581271622,5.883333,4776
2020-12-08,7428,4296,1910,1134.6780109566262,11.759263568730127,6.216667,2756
2021-01-01,3977,2206,1459,1099.2624481312434,9.605304048511169,7.116667,2846
2020-03-04,2946,2240,1194,1118.2690730293816,12.885115757868837,5.333333,1959
2019-01-26,1332,1059,686,555.1230361165644,5.068252375641624,6.95,NA
2019-10-20,5897,4390,2586,1345.4352837883962,13.301654868521144,6.216667,5752
2020-05-06,6271,4163,2132,1183.4389033934867,12.25629446165265,6.066667,5462
2020-12-16,7614,4497,1908,1188.982103192227,11.700614177988193,6.516667,2653
2020-04-09,4247,2984,1568,1141.4789950636825,11.988546886069136,6,3061
2020-03-06,5286,3995,1548,1177.472727885552,12.584597318457583,5.716667,2035
2020-08-16,13141,7198,2582,1411.3598567994322,11.510634838266443,7.916667,3168
2020-04-16,3837,2671,1378,1134.883705962271,12.236515557603944,5.816667,2715
2021-05-14,13214,6630,3272,1328.6233812770968,12.326991924274868,7.05,4625
2020-08-25,14377,8079,2835,1289.1658311798749,12.179123786138014,6.9,4348
2021-01-23,5594,3424,1858,1167.8511669883023,11.107164514215386,6.716667,2667
2021-07-03,39536,17381,4713,1641.9169031419856,10.965215196252993,9.65,5542
2018-09-10,753,508,194,0,0,7.516667,NA
2019-09-27,16578,11674,3331,1308.3490986777233,12.95808620284531,6.283333,6214
2019-02-04,544,409,285,719.273207847622,6.563175553163035,7.433333,NA
2020-01-17,5195,3947,1386,1368.804848042289,14.608774108604619,5.666667,4040
2019-06-18,14645,9976,2601,957.2880393557482,8.598423224405261,7.5,NA
2019-06-27,18698,12341,3160,908.8671039746124,8.468046045245995,7.4,7030
2020-09-20,9324,5425,2718,1245.6243411361165,11.901701453899223,6.816667,4363
2019-05-16,8500,6158,1298,946.3165654155205,8.741415646270884,7.35,NA
2021-06-26,20752,8354,4076,1692.4657300798262,10.330088221770193,10.666667,5508
2019-07-28,14456,9211,3023,889.0864341470025,7.163428665483741,8.483333,4752
2021-04-18,8294,4361,2188,1513.7368672282898,12.486996861286634,8.016667,3050
2021-01-29,1,1,1,656.0517560540567,8.22922120689557,4.783333,2686
2020-12-22,5596,3182,1644,1056.912309647164,11.02999020747538,6.183333,2743
2020-03-09,3841,2878,1410,1185.0164436792395,13.123695610623749,5.616667,2365
2020-07-08,7215,4719,2048,1166.7558612196997,12.073861191242871,6.3,3881
2021-03-06,6082,3356,1788,1279.9152756132225,12.03375475087036,6.783333,2631
2021-03-25,8777,4870,2279,1340.8424898179162,12.995670849519874,6.666667,3012
2020-08-19,16096,8858,2847,1401.8600829885922,12.139157529543553,7.45,4288
2021-04-30,14239,7592,2779,1321.019063925744,12.677889397829201,6.85,3415
2019-07-06,18762,12292,3259,896.8170433548178,7.3254902302548555,8.166667,6026
2019-07-12,16800,11159,3414,845.9288952861514,8.197030180899066,7.05,7049
2021-05-29,25441,12231,4974,1509.1452740000261,11.425304268691946,8.566667,5989
2018-11-09,3580,2604,596,0,0,7.066667,NA
2020-04-01,3332,2338,1326,1153.8686830494828,12.404460049373688,5.8416665,4343
2019-10-01,10981,7797,3274,1247.0624492306229,13.71535232576745,5.616667,6294
2020-11-10,9055,4946,2188,1145.9376302723515,12.129874863704819,6.066667,2848
2021-08-11,24160,11725,5470,1478.7067431883402,12.676154678193075,7.683333,6920
2019-12-07,5669,4270,2054,1264.7715369559078,13.185380424021599,5.916667,3423
2020-11-11,9647,5404,2216,1225.397645420915,12.057794205949115,6.433333,2831
2018-11-11,2957,2076,558,0,0,8.6,NA
2019-08-29,14246,10117,3039,909.7209555194206,9.134538462848127,6.6,5247
2020-03-13,4244,3154,1764,1096.4645608708597,11.867568354190993,5.783333,2913
2020-09-27,11549,6474,2914,1269.5408461938423,11.552888650439415,7.166667,4340
2019-12-25,2394,1759,1227,1224.9414550075664,12.965419924990432,5.75,2638
2021-07-12,23191,10469,4541,1649.7991393476616,12.447371438015553,8.616667,5951
2019-04-01,3042,2253,619,797.0869080763157,8.23600133473305,6.4583335,NA
2021-07-30,27015,12524,5195,1463.3855135233025,11.596139722594616,8.183333,6486
2018-11-24,3705,2646,774,0,0,8.583333,NA
2019-01-12,1995,1520,557,697.178246937684,6.108824589810141,7.216667,NA
2019-04-24,7134,4900,1063,893.1347353218339,8.109328370359613,7.283333,NA
2020-08-11,13556,7249,2674,1349.6680113375983,11.7772614047638,7.533333,3832
2020-01-22,4533,3395,1311,1352.5306236644315,14.856414447231723,5.533333,2373
2019-06-17,13160,9089,2389,975.8823879590509,8.617386373955025,7.6916665,NA
2019-10-29,7877,5729,3036,1277.3323442795302,14.037579984675236,5.6,6478
2019-01-04,1953,1486,617,752.689666339408,7.039277364903836,6.95,NA
2020-11-02,8137,4586,2189,1180.3396688412338,11.966030728538788,6.35,3163
2021-04-12,8117,4439,2198,1329.9046920069372,13.12915632990461,6.566667,3108
2018-12-03,2836,2048,648,0,0,6.4,NA
2019-06-07,13837,9712,1649,796.9834414053179,6.202362643392674,8.516667,NA
2020-09-14,11540,6557,2959,1246.0209259986761,12.49118282908686,6.4,4321
2019-01-05,2180,1663,621,698.9423989212311,6.119831421179159,7.816667,NA
2020-11-19,7477,4307,2061,1126.1848507512875,12.132567647737238,5.966667,2765
2019-09-08,8132,5827,2643,821.5906910624094,8.480372952515172,6.533333,5054
2020-10-03,15830,8912,2853,1263.534374388194,11.191277597787025,7.283333,4207
2019-12-30,3620,2468,1392,1312.726511899576,13.240917010012724,5.966667,2591
2020-01-20,3927,2919,1236,1345.5696019175389,14.907420122868007,5.516667,2176
2019-10-05,10977,7903,3445,1237.103350539551,12.248607261269287,6.116667,5786
2019-09-09,9917,7097,2834,846.5009336765752,9.346376044969166,6.116667,5415
2020-04-25,5006,3542,1664,1176.5438032290886,11.830428481184372,6.35,4016
2020-01-21,4466,3278,1302,1368.4143557825364,14.955987594055618,5.65,2220
2019-03-25,3898,2760,768,722.9115847450939,8.21858658768291,5.816667,NA
2019-12-24,1992,1395,1067,1262.8396911466273,13.307511370404232,5.783333,2637
2019-05-09,7379,5316,1220,883.917198946421,8.74960974815529,6.733333,NA
2021-09-02,23842,12716,5447,1401.7914883433027,13.315125770539016,6.833333,7040
2020-06-18,8495,5486,2158,1251.2593822868748,12.054624581713785,6.65,3538
2021-05-31,17324,8521,4553,1402.6827717082874,12.795441456966042,7.125,6211
2021-07-15,29097,12612,4954,1659.516749321641,12.37711385202388,8.666667,6207
2020-02-15,4331,3214,1509,1313.3044370357438,13.550161609187455,5.916667,2131
2021-03-26,9324,5120,2185,1368.848733325681,12.618425528285243,6.966667,2927
2019-06-16,11965,8085,2079,949.6406849635664,7.478214216447688,8.783333,NA
2019-02-17,6153,4552,1676,784.0071942291222,4.707460028479826,10.033333,NA
2019-07-30,12189,8103,2922,849.0327178077418,8.312138161742586,6.983333,5061
2019-11-06,7862,5764,2889,1275.486001085524,14.386519867005635,5.416667,6629
2020-06-11,9636,6283,2315,1228.8176956141378,11.296107367402268,6.916667,3512
2018-12-28,1919,1396,593,718.8515752911799,6.105306177655442,7.483333,NA
2021-07-31,25678,11874,4978,1465.4914405587554,11.158385356512841,8.416667,6466
2020-03-01,1971,1569,1004,1141.573731063647,12.700124740793004,5.65,1853
2020-01-19,2743,2194,1134,1400.0690115363896,14.262580345429248,6,2269
2021-04-28,11240,5979,2575,1327.5946258925858,12.926572370482894,6.633333,3164
2019-01-02,789,617,331,786.0464947246895,7.139567342762177,7.05,NA
2019-12-19,5817,4227,1790,1293.3165043244924,14.305210020539773,5.55,3299
2019-09-22,6026,4456,2096,1336.7232496163524,13.014108750580718,6.316667,6018
2020-06-29,9065,5897,2028,1302.7103035375703,12.04187454182346,6.883333,3904
2021-03-05,6934,3797,1807,1239.4578122054181,12.10629524034647,6.566667,2604
2020-07-17,13155,7357,2569,1372.2491704388672,11.237118329907938,7.9,3344
2021-06-06,23722,10825,4714,1693.7815458497594,11.606659713684259,9.4,6184
2021-04-01,8787,4556,2116,1315.0122079507992,12.541295926317646,6.8,2940
2019-05-31,10621,7688,1694,814.5193953697357,6.228225359212909,8.766667,NA
2021-02-28,5516,3032,1677,1369.429354851684,12.026521074608672,7.4416665,2404
2020-12-27,3068,1721,1278,1033.6926212676135,10.768284011158723,6.116667,2889
2019-03-05,2565,1887,780,794.7162525528195,8.96314954927142,5.883333,NA
2021-07-23,31651,13598,5408,1529.6668090115556,11.428925791047355,8.566667,6522
2021-05-15,13647,6853,3337,1417.4535530903001,11.890558476115562,7.633333,4631
2021-03-03,6325,3484,1731,1377.0507793856511,12.59967342189444,6.966667,2468
2020-05-04,3400,2424,1546,1092.112446574088,12.24532738792655,5.55,5703
2018-12-11,2894,2173,663,758.9802157467716,7.98089021778404,6.3083335,NA
2020-11-13,9568,5360,2155,1173.171146252166,11.809324453440961,6.433333,2855
2020-12-05,6931,4228,1852,1168.2679903995984,11.06130404803699,6.783333,2782
2021-01-22,6001,3459,1736,1112.9487967275052,11.461462340083319,6.216667,2540
2019-03-06,2416,1834,738,797.0867578225641,8.77608775026648,5.983333,NA
2019-08-06,11776,8108,3001,875.1991508484411,8.667478229939691,6.783333,5539
2019-02-03,471,366,199,718.2411578754876,4.608191008952001,9.833333,NA
2019-07-09,13584,8929,3162,881.5472785032007,8.786844637566986,6.9,6582
2019-11-03,5545,4321,2521,1283.6346854519286,13.508823463214249,5.95,5908
2020-12-21,5170,3113,1609,1092.329497438427,11.049057278787325,6.433333,2703
2019-04-18,5622,3894,808,850.6791527847249,6.516142419177479,8.583333,NA
2019-04-15,3877,2816,733,834.0469263220782,8.106651632994932,6.966667,NA
2021-09-05,16460,9124,4808,1381.8599722303065,12.464956662605463,7.283333,6973
2020-04-05,2162,1592,1024,1120.5662743096123,11.783763401152164,6.0416665,2765
2019-01-16,1233,946,471,754.480734686264,8.529099395630729,5.783333,NA
2019-05-25,12494,8707,1619,760.8361805902089,5.259123416663147,9.1583335,NA
2020-10-29,12646,6854,2591,1185.1475540122583,11.66031767047118,6.616667,3397
2019-11-29,3576,2854,1650,1173.1544287019062,13.067880779207304,5.525,4884
2021-03-23,8144,4463,2145,1458.211099072149,13.092468894908166,7.116667,2946
2019-03-30,4543,3223,735,760.2845725493119,5.071649379251871,8.766667,NA
2019-12-31,2954,2055,1299,1320.8684470495882,12.566947695031558,6.3416665,2439
2020-01-26,3274,2484,1224,1366.7109982947263,14.041969658395981,5.8916665,2173
2019-11-19,6837,4930,3009,1288.791138795318,14.289591931705692,5.516667,6358
2020-03-14,3064,2345,1491,1031.2160174193382,11.270436998119512,5.733333,2754
2021-07-26,25453,10691,5081,1625.21096460892,11.78532292407836,8.9,6515
2020-03-20,3254,2344,1343,1049.2106839194907,12.01061910428888,5.575,2782
2019-06-13,10322,7427,1996,881.3220714540629,8.684427415108278,6.95,NA
2019-11-04,6766,5028,2694,1304.3198762673999,14.495641353408285,5.533333,6323
2021-04-27,10762,5541,2402,1289.6780361561484,12.783811487315877,6.4583335,3065
2021-05-18,15289,7847,3670,1443.4260543731066,12.912891727843814,7.266667,4741
2021-02-24,5073,2866,1358,1341.9339696344275,12.245189619112484,6.95,1777
2020-12-25,1461,829,778,971.8273614231448,9.41792428440551,6.583333,2840
2021-09-10,29857,15770,5801,1390.9669936866167,12.863211663024135,7.033333,7001
2019-11-23,8127,5961,2965,1289.8265898740174,13.391633468402592,5.983333,6109
2021-03-20,7065,3886,2006,1370.117191382391,12.270073408262935,7.233333,2951
2019-09-10,11975,8386,3106,861.0197367825112,9.361205219441386,6.183333,5653
2021-09-03,29302,15749,5734,1364.7556029003613,12.875947129647543,6.916667,7007
2020-05-28,8524,5586,2270,1139.1284973698623,11.548559654855874,6.216667,3753
2019-03-09,2821,2103,857,670.5294604080593,5.838674303585796,7.3,NA
2019-08-13,14010,9677,3238,907.4901995065733,8.703221193429854,6.916667,5228
2020-06-12,12482,8166,2474,1247.8819578492958,11.029307846594437,7.216667,3465
2021-01-15,22,20,21,1086.3270133365268,9.117007783136287,7.9333335,2782
2019-05-27,8544,6074,1575,712.7882893607915,7.093696742157681,6.8083335,NA
2020-09-11,18607,10693,3517,1274.8321215836172,12.069064675176579,6.8,4246
2019-12-09,5434,3990,2021,1283.464372985698,14.381452894413137,5.516667,3526
2019-10-03,10061,7234,3199,1239.6138198661083,13.63328106153752,5.583333,6264
2021-07-13,25365,11242,4780,1657.0562820123212,12.397942819586294,8.733333,6110
2020-02-28,3423,2606,1316,1124.0104145695648,12.746146312205363,5.383333,2448
2020-03-02,3740,2835,1369,1200.2099541653843,13.233238834388576,5.583333,1904
2020-01-31,5663,4275,1544,1336.3603454955537,14.495209043279345,5.633333,2286
2019-04-30,8077,5701,1169,850.9063482189355,7.98033825720041,7.166667,NA
2020-04-19,2777,2059,1200,1264.846733183106,11.973194149471286,6.666667,2542
2021-04-07,8921,4590,2289,1347.0641949430053,12.899765965045784,6.7,3005
2020-08-04,12385,6721,2687,1357.723534263623,11.60449780556824,7.566667,3343
2020-03-31,2806,1979,1266,1074.1572490956728,12.238618622184283,5.5,4241
2019-04-05,4438,3311,679,815.7854011587838,8.483590798446365,6.383333,NA
2020-08-21,18127,10345,2928,1344.7221929996715,11.99830537356098,7.283333,3927
2021-03-14,4897,2600,1616,1343.5871359460034,12.163369847752056,7.016667,2797
2019-01-23,1730,1332,702,747.8984382857374,8.145862045288453,6.166667,NA
2020-08-17,13751,7618,2670,1372.6959660744324,11.990253349109887,7.366667,3355
2020-05-01,2794,2070,1394,1033.8840842102356,12.139782466298081,5.483333,4500
2021-06-17,28158,13349,4589,1420.4667461158888,11.341867953617532,8.25,5579
2020-10-25,8123,4497,2335,1152.324925238477,11.016279264995582,6.833333,3654
2019-11-21,8014,5760,3086,1348.2334166860187,14.347527119550413,5.766667,6365
2019-04-16,4222,3052,694,861.6663206424803,7.932558836066536,7.1416665,NA
2021-06-04,34930,16168,5450,1524.761674816627,11.9005611949034,8.25,6352
2021-07-09,27959,13282,4491,1506.2811877954427,12.195581055484574,8.016667,5813
2018-08-30,33,19,11,0,0,9.433333,NA
2018-09-18,1533,1006,218,0,0,7.333333,NA
2018-11-30,2822,2155,668,0,0,6.566667,NA
2021-01-11,2984,1757,1196,1019.8763981075981,10.444573818760801,6.35,2877
2018-10-19,2652,1886,440,0,0,7.816667,NA
2018-09-12,926,625,188,0,0,8.283333,NA
2019-02-18,3812,2881,1227,797.0993025383552,7.788714345724875,7.125,NA
2020-06-08,7529,4933,2074,1136.7730543496216,11.535176783354073,6.333333,3489
2021-08-25,20281,11000,5199,1309.7888231855216,13.134373331909037,6.516667,7039
2020-04-22,5234,3637,1690,1271.1285180370826,12.154607662677188,6.65,3368
2019-01-06,1977,1488,639,743.8291064391206,6.143581316663238,7.716667,NA
2020-12-11,7543,4493,1910,1048.5159806624197,11.342468515826182,6.066667,2718
2019-02-25,2903,2109,774,925.9635101961355,8.789644126334142,6.783333,NA
2019-01-29,331,263,113,778.9986295216302,7.501360319989135,6.7,NA
2020-11-29,4734,2878,1787,1047.55806527515,11.338416131717178,5.9,2787
2019-06-09,8500,5945,1453,784.4599879459137,5.852700947973156,8.733333,NA
2019-12-14,3873,2980,1689,1214.3379371152105,13.484366867335082,5.483333,3167
2018-10-25,3508,2461,603,0,0,7.3083335,NA
2020-03-30,2238,1630,1155,1031.4459455778538,12.375373511342463,5.266667,3586
2020-06-22,7425,4863,2133,1294.0338025112305,12.238962231940274,6.8,3843
2021-05-20,16395,8267,3698,1444.003463996703,12.921222120675218,7.266667,4650
2019-06-25,15324,10115,2963,923.7742719202531,8.772984997336199,7.2,6300
2018-10-24,3002,2093,513,0,0,6.9916665,NA
2019-01-28,325,264,167,736.3206896164145,6.686669615369135,7.533333,NA
2019-04-09,2532,1940,622,747.6477385718454,8.66492640461085,5.833333,NA
2019-10-08,9552,6837,3201,1250.4370297959367,13.74178213689931,5.616667,6676
2021-07-20,22161,9652,4701,1576.0818603815294,12.152748430164415,8.366667,6438
2018-09-16,907,622,168,0,0,11.466667,NA
2020-08-02,9974,5583,2431,1341.5574254992696,11.051897840191604,7.866667,3298
2021-05-22,15478,7786,3910,1460.4933958304684,11.927818430399608,7.866667,5089
2021-06-29,33534,15462,4849,1567.7663318727837,12.281357157588165,8.416667,5542
2020-10-05,12235,6826,2725,1267.5556886003922,12.412286093633096,6.616667,4453
2020-08-08,18086,9556,2721,1433.235780573501,10.884700791270047,8.375,3271
2019-04-02,3601,2691,682,796.3836395573778,8.436482520065201,6.25,NA
2019-06-02,8941,6240,1530,792.4707473384877,5.596798022295185,9.283333,NA
2019-12-04,5968,4454,2121,1303.3032923318187,14.208227412162586,5.55,4138
2019-08-22,13507,9518,3086,922.2577585812353,9.16530621787186,6.566667,4995
2020-11-26,8555,4808,2210,1117.1422574114442,11.828497211550836,6.066667,2821
2020-05-12,4365,3077,1703,1057.9887936458254,12.269288980661377,5.533333,5424
2019-09-20,13213,9515,2979,1262.1858221940543,13.04876869504863,5.983333,6843
2019-09-16,8862,6450,2668,868.8646160800188,9.808007662449427,5.766667,5734
2021-05-05,7067,3874,2319,1055.0998993259639,11.575744777734794,5.916667,3642
2019-10-04,13067,9392,3583,1211.1965364663083,13.245041281346547,5.633333,6326
2021-07-06,28864,12870,4526,1651.1796606614653,12.710852316223937,8.466667,5611
2021-06-09,22888,11674,4710,1441.2012665687084,12.590893557748473,7.433333,6113
2020-01-18,3761,2883,1259,1377.9866737635928,14.093531151628662,6.083333,3120
2021-03-22,6667,3651,1988,1338.9050236900923,13.072108411023182,6.666667,2930
2020-01-13,3846,2862,1271,1324.8057817283673,14.915633734703874,5.45,4138
2021-09-15,23036,12239,5459,1426.6281852988286,13.481245717188077,6.816667,7028
2020-10-09,16657,9422,2980,1199.6373256192876,11.762050062128445,6.516667,4271
2020-10-22,10966,6239,2725,1174.8560617358387,11.90941394644534,6.283333,3638
2021-02-18,1079,669,450,1132.5021607899746,10.981596253356422,6.616667,875
2021-08-21,25142,13534,5347,1431.7576355696694,11.857444092496781,7.85,7048
2021-07-14,27629,12296,4935,1694.6955246286552,12.536239539669882,8.783333,6214
2019-10-16,8911,6395,3151,1311.0591194102699,13.99907214073629,5.716667,6273
2018-12-17,330,245,111,843.6818798564461,7.396081014504505,8.475,NA
2019-07-16,8768,5939,2213,849.0592528818206,8.405841713817173,6.833333,5781
2020-05-27,7060,4736,2169,1108.6620603276838,11.768614542809566,6.066667,3830
2019-11-24,5482,4015,2495,1273.647841478573,13.654697413106243,5.783333,5917
2021-04-03,6091,3145,1835,1393.463604062204,12.082111284489528,7.6,2883
2021-06-15,26160,12008,4617,1467.2118555026277,11.716209219834038,8.116667,5715
2021-06-03,26303,12367,5219,1501.8789606726607,12.483700996784155,7.75,6348
2019-11-07,7825,5826,3002,1298.0086036267614,14.110320125870516,5.633333,6713
2020-05-05,5011,3408,1917,1145.4126098785418,12.195272794360767,5.966667,6068
2021-04-13,9007,4847,2284,1345.59154944399,13.01983828911753,6.683333,3104
2019-12-13,6304,4710,2083,1300.8782393972058,14.300381909386637,5.633333,3220
2018-11-06,3108,2281,551,0,0,7.016667,NA
2020-06-07,6047,4225,2005,1161.0045909629264,11.128797862198882,6.633333,3348
2020-06-05,9321,6338,2347,1104.2102524203665,11.270644384411757,6.2,3577
2021-07-16,31902,13817,4971,1605.0256699723268,11.865238763308795,8.75,6211
2020-06-13,11213,7391,2428,1272.0362655386537,10.820349336366853,7.583333,3400
2020-03-16,2403,1805,1326,1126.085010992809,12.162308925946187,5.816667,2765
2019-06-22,11536,7327,2637,855.7614870040909,6.1794968882867405,9.3416665,NA
2019-12-06,7805,5773,2295,1348.8252090255037,13.906346673773676,5.933333,3836
2018-09-29,1574,1117,295,0,0,9.125,NA
